_step,train/loss,train/learning_rate
8,3.8297119140625,1.0800000183053271e-07
150,1.3974609375,1.8120000504495692e-06
151,1.40179443359375,1.8240001509184367e-06
252,1.4006551504135132,3.0359999527718173e-06
275,1.4029541015625,3.31200021719269e-06
341,1.4807535409927368,4.103999799554003e-06
371,1.44390869140625,4.464000085135922e-06
505,1.411865234375,6.071999905543635e-06
531,1.3780313730239868,6.383999789250083e-06
556,1.3463134765625,6.68399979986134e-06
690,1.33905029296875,8.291999620269053e-06
789,1.3618978261947632,9.479999789618887e-06
873,1.3586221933364868,1.0487999134056736e-05
981,1.3922525644302368,1.1783999980252702e-05
1051,1.3160806894302368,1.262400019186316e-05
1119,1.3282877206802368,1.3439999747788534e-05
1146,1.3283487558364868,1.3763999049842823e-05
1231,1.3315023183822632,1.4784000086365268e-05
1235,1.3395589590072632,1.4831999578746036e-05
1300,1.3059285879135132,1.5612000424880534e-05
1396,1.3285115957260132,1.676399915595539e-05
1457,1.3053792715072632,1.749600050970912e-05
1546,1.30078125,1.856400012911763e-05
1559,1.3736776113510132,1.872000029834453e-05
1564,1.31756591796875,1.877999966382049e-05
1598,1.3023477792739868,1.918800080602523e-05
1974,1.2926839590072632,2.370000038354192e-05
1986,1.2885538339614868,2.384400249866303e-05
2025,1.28643798828125,2.4311999368364923e-05
2052,1.2875162363052368,2.4635999579913914e-05
2077,1.2958170175552368,2.493600004527252e-05
2095,1.2814737558364868,2.5152001398964785e-05
2186,1.2927449941635132,2.624400076456368e-05
2212,1.29248046875,2.6555999284028076e-05
2215,1.2854207754135132,2.6592000722303055e-05
2226,1.28228759765625,2.672400114533957e-05
2273,1.276611328125,2.7288000637781806e-05
2319,1.274169921875,2.7840002076118253e-05
2325,1.27398681640625,2.7911999495700002e-05
2355,1.2772623300552368,2.827199932653457e-05
2450,1.27093505859375,2.941200182249304e-05
2515,1.2743734121322632,3.000000106112566e-05
2534,1.27215576171875,2.999999742314685e-05
2548,1.2668863534927368,2.9999993785168044e-05
2611,1.2668863534927368,2.9999971957295202e-05
2647,1.2598470449447632,2.999995012942236e-05
2649,1.2635904550552368,2.999995012942236e-05
2783,1.26641845703125,2.9999819162185304e-05
3225,1.25494384765625,2.999881689902395e-05
3248,1.25579833984375,2.9998738682479598e-05
3256,1.2494302988052368,2.999871503561735e-05
3427,1.2486368417739868,2.999806747538969e-05
3504,1.2489420175552368,2.999773460032884e-05
3556,1.2461141347885132,2.999749267473817e-05
3577,1.2467041015625,2.9997392630320974e-05
3685,1.2403768301010132,2.9996845114510506e-05
3712,1.2413330078125,2.9996699595358223e-05
3716,1.2403157949447632,2.999667776748538e-05
3732,1.2377115488052368,2.9996588637004606e-05
3808,1.2415567636489868,2.9996155717526563e-05
3880,1.2377725839614868,2.999572279804852e-05
3964,1.23577880859375,2.999518437718507e-05
3982,1.2356160879135132,2.9995067961863242e-05
4060,1.2311502695083618,2.99945331789786e-05
4315,1.2289937734603882,2.9992601412232034e-05
4367,1.22418212890625,2.9992172130732797e-05
4563,1.2232666015625,2.999044409079943e-05
4692,1.2206624746322632,2.9989210815983824e-05
4710,1.2182515859603882,2.9989032555022277e-05
4787,1.2121378183364868,2.9988257665536366e-05
4788,1.2112630605697632,2.9988246751599945e-05
4789,1.2179158926010132,2.9988235837663524e-05
4797,1.216217041015625,2.9988155802129768e-05
4814,1.2197366952896118,2.998797754116822e-05
4947,1.2089639902114868,2.998655691044405e-05
5123,1.1954141855239868,2.9984554203110747e-05
5141,1.2027689218521118,2.9984343200339936e-05
5147,1.1978759765625,2.9984270440763794e-05
5301,1.2045797109603882,2.9982389605720527e-05
5323,1.1978759765625,2.9982111300341785e-05
5329,1.1982828378677368,2.9982033083797432e-05
5431,1.2010294198989868,2.9980719773448072e-05
5495,1.199005126953125,2.9979864848428406e-05
5519,1.20001220703125,2.9979542887303978e-05
5529,1.19482421875,2.9979406463098712e-05
5592,1.1935628652572632,2.9978540624142624e-05
5601,1.188262939453125,2.9978416932863183e-05
5865,1.1923624277114868,2.997458796016872e-05
5994,1.191741943359375,2.997260344272945e-05
6035,1.1847432851791382,2.9971959520480596e-05
6099,1.19293212890625,2.9970933610456996e-05
6201,1.1883341073989868,2.996926377818454e-05
6316,1.1794229745864868,2.996732473548036e-05
6527,1.1769205331802368,2.9963613997097127e-05
6609,1.188018798828125,2.996211696881801e-05
6646,1.179046630859375,2.9961433028802276e-05
6724,1.176055908203125,2.995996874233242e-05
6726,1.173187255859375,2.9959928724565543e-05
6761,1.17901611328125,2.995926479343325e-05
6784,1.1762288808822632,2.9958822779008187e-05
6851,1.1738992929458618,2.9957527658552863e-05
6904,1.1779073476791382,2.9956487196614034e-05
7094,1.1757405996322632,2.995265276695136e-05
7144,1.1680094003677368,2.9951619580970146e-05
7209,1.1660867929458618,2.995025715790689e-05
7211,1.1618245840072632,2.9950213502161205e-05
7284,1.168914794921875,2.994866190419998e-05
7329,1.161346435546875,2.9947690563858487e-05
7383,1.1711019277572632,2.9946515496703796e-05
7566,1.1584268808364868,2.9942435503471643e-05
7579,1.1614481210708618,2.9942139008198865e-05
7593,1.1509805917739868,2.9941822504042648e-05
7636,1.1567586660385132,2.9940834792796522e-05
7834,1.1610513925552368,2.993619091284927e-05
8183,1.14263916015625,2.9927576179034077e-05
8266,1.1573995351791382,2.9925446142442524e-05
8373,1.1485595703125,2.992265763168689e-05
8502,1.1473388671875,2.9919225198682398e-05
8689,1.1468912363052368,2.9914119295426644e-05
8720,1.158172607421875,2.9913257094449364e-05
8841,1.1431478261947632,2.990985376527533e-05
8874,1.1417642831802368,2.9908913347753696e-05
8910,1.1517435312271118,2.990788379975129e-05
8932,1.150726318359375,2.9907250791438855e-05
9008,1.14739990234375,2.9905049814260565e-05
9074,1.14129638671875,2.9903116228524595e-05
9174,1.1441650390625,2.9900149456807412e-05
9239,1.1541849374771118,2.9898197681177408e-05
9248,1.14404296875,2.989792665175628e-05
9372,1.142486572265625,2.9894144972786307e-05
9592,1.1377462148666382,2.9887269192840904e-05
9654,1.1345316171646118,2.988529195135925e-05
9682,1.1304422616958618,2.9884393370593898e-05
9754,1.135498046875,2.9882066883146763e-05
10059,1.1373697519302368,2.987195875903126e-05
10267,1.1197103261947632,2.986482832056936e-05
10270,1.1224263906478882,2.9864722819183953e-05
10441,1.1305032968521118,2.9858712878194638e-05
10490,1.1309713125228882,2.9856966648367234e-05
10493,1.1337991952896118,2.985685750900302e-05
10544,1.1266580820083618,2.985503124364186e-05
10577,1.1283468008041382,2.9853841624571942e-05
10628,1.1232401132583618,2.985199353133794e-05
10771,1.142364501953125,2.9846747565898113e-05
10785,1.1274515390396118,2.9846230972907506e-05
10807,1.11944580078125,2.9845416065654717e-05
10859,1.1224161386489868,2.9843477022950538e-05
10986,1.1258138418197632,2.9838693080819212e-05
11217,1.12896728515625,2.9829809136572294e-05
11252,1.1224874258041382,2.982844307553023e-05
11325,1.1286824941635132,2.9825576348230243e-05
11330,1.1239827871322632,2.9825378078385256e-05
11532,1.1238607168197632,2.981731631734874e-05
11635,1.1301065683364868,2.981313446070999e-05
11820,1.1162210702896118,2.9805503800162114e-05
11882,1.1224161386489868,2.9802917197230272e-05
11919,1.1249898672103882,2.980136196129024e-05
11958,1.120361328125,2.9799717594869435e-05
12102,1.1210123300552368,2.9793585781590082e-05
12116,1.123748779296875,2.9792987334076315e-05
12313,1.1175028085708618,2.9784439902869053e-05
12381,1.1240946054458618,2.9781449484289624e-05
12382,1.1260782480239868,2.978140582854394e-05
12418,1.1274007558822632,2.977981603180524e-05
12473,1.1093953847885132,2.9777371310046874e-05
12525,1.1282449960708618,2.977505027956795e-05
12608,1.132293701171875,2.977132135129068e-05
12622,1.1248067617416382,2.9770688342978247e-05
12664,1.1179097890853882,2.9768785680062138e-05
12729,1.11834716796875,2.9765828003291972e-05
12795,1.1165771484375,2.976280484290328e-05
13093,1.1232706308364868,2.9748915039817803e-05
13147,1.1276956796646118,2.9746357540716417e-05
13285,1.1299947500228882,2.9739758247160353e-05
13424,1.1300760507583618,2.973303162434604e-05
13427,1.123260498046875,2.973288246721495e-05
13434,1.1195577383041382,2.9732540497207083e-05
13499,1.127532958984375,2.9729364541708492e-05
13592,1.1262105703353882,2.9724780688411556e-05
13629,1.1250203847885132,2.9722947147092782e-05
13648,1.1175740957260132,2.9722004910581745e-05
13667,1.1160379648208618,2.97210590360919e-05
13670,1.1152445077896118,2.972090987896081e-05
13712,1.1239725351333618,2.9718814403167926e-05
13717,1.1203511953353882,2.9718563382630236e-05
13790,1.1198323965072632,2.9714899937971495e-05
13801,1.1160684823989868,2.9714346965192817e-05
13825,1.1284281015396118,2.9713135518250056e-05
13842,1.121337890625,2.9712276955251582e-05
13933,1.1287435293197632,2.9707656722166575e-05
13960,1.1202188730239868,2.970627974718809e-05
14002,1.112579345703125,2.9704131520702504e-05
14004,1.126708984375,2.9704029657295905e-05
14059,1.12237548828125,2.970120112877339e-05
14097,1.118743896484375,2.9699242077185772e-05
14120,1.1240335702896118,2.969805063912645e-05
14199,1.1226602792739868,2.9693945180042647e-05
14213,1.11651611328125,2.969321758428123e-05
14253,1.1229248046875,2.9691123927477747e-05
14311,1.1280721426010132,2.9688080758205615e-05
14313,1.1195780038833618,2.9687973437830806e-05
14320,1.1218465566635132,2.9687604182981886e-05
14403,1.1160989999771118,2.968322041851934e-05
14525,1.12451171875,2.967671571241226e-05
14658,1.1187744140625,2.9669552532141097e-05
14744,1.1219278573989868,2.9664879548363388e-05
14746,1.1191812753677368,2.9664770408999175e-05
14777,1.11932373046875,2.966308056784328e-05
14791,1.11944580078125,2.9662312954314984e-05
14914,1.1231282949447632,2.9655546313733794e-05
15044,1.1265970468521118,2.9648324925801717e-05
15056,1.1138406991958618,2.9647655537701212e-05
15142,1.1285400390625,2.9642831577803008e-05
15145,1.1230672597885132,2.9642664230777882e-05
15342,1.12060546875,2.96314901788719e-05
15361,1.1286214590072632,2.9630400604219176e-05
15418,1.1295675039291382,2.9627133699250408e-05
15435,1.128326416015625,2.96261550829513e-05
15599,1.1199951171875,2.961665995826479e-05
15611,1.11920166015625,2.961596146633383e-05
15658,1.1183370351791382,2.961321297334507e-05
15725,1.1125081777572632,2.960928213724401e-05
15739,1.1263223886489868,2.96084563160548e-05
15765,1.122772216796875,2.9606924726977013e-05
15855,1.1262918710708618,2.960159872600343e-05
15913,1.120819091796875,2.95981462841155e-05
15942,1.1262105703353882,2.9596414606203325e-05
15957,1.1187235116958618,2.9595517844427377e-05
16077,1.1247659921646118,2.958830737043172e-05
16276,1.123687744140625,2.9576209271908738e-05
16283,1.1234945058822632,2.95757799904095e-05
16334,1.1306864023208618,2.9572651328635402e-05
16435,1.1253865957260132,2.9566419470938854e-05
16475,1.1162923574447632,2.956394018838182e-05
16645,1.1119893789291382,2.9553319109254517e-05
16655,1.1261190176010132,2.9552691557910293e-05
16726,1.12506103515625,2.954821684397757e-05
16741,1.1260986328125,2.9547269150498323e-05
16869,1.1250711679458618,2.9539138267864473e-05
16875,1.1240133047103882,2.953875264211092e-05
16918,1.1157125234603882,2.9536005968111567e-05
17015,1.1310323476791382,2.952977411041502e-05
17030,1.124725341796875,2.952881004603114e-05
17048,1.12945556640625,2.9527647711802274e-05
17214,1.1295369863510132,2.9516866561607458e-05
17283,1.1159871816635132,2.9512351829907857e-05
17405,1.12628173828125,2.9504313715733588e-05
17441,1.1320089101791382,2.9501932658604346e-05
17605,1.1325784921646118,2.9491000532289036e-05
17690,1.1385599374771118,2.94852889055619e-05
17746,1.1282552480697632,2.9481510864570737e-05
17787,1.1273702383041382,2.947873690573033e-05
18259,1.1324971914291382,2.9446258849930018e-05
18267,1.1230570077896118,2.944570042018313e-05
18289,1.1257425546646118,2.944416155514773e-05
18310,1.12750244140625,2.9442691811709665e-05
18429,1.1259256601333618,2.9434326279442757e-05
18434,1.1309814453125,2.9433975214487873e-05
18477,1.1209920644760132,2.9430933864205144e-05
18516,1.1239420175552368,2.9428170819301158e-05
18618,1.1273193359375,2.9420911232591607e-05
18634,1.1310323476791382,2.9419772545224987e-05
18666,1.1263631582260132,2.9417482437565923e-05
18687,1.1268717050552368,2.941597813332919e-05
18759,1.132232666015625,2.9410808565444313e-05
18787,1.130157470703125,2.9408789487206377e-05
18812,1.1219991445541382,2.940698504971806e-05
18846,1.1267801523208618,2.9404525776044466e-05
18986,1.1233011484146118,2.9394353987299837e-05
19187,1.1342874765396118,2.937960198323708e-05
19208,1.1269022226333618,2.937805220426526e-05
19277,1.129241943359375,2.9372940844041295e-05
19284,1.1277669668197632,2.937242061307188e-05
19390,1.1352742910385132,2.9364528018049896e-05
19518,1.1324564218521118,2.9354931029956788e-05
19636,1.135894775390625,2.9346023438847624e-05
19684,1.1262105703353882,2.9342381822061725e-05
19694,1.132720947265625,2.9341621484491043e-05
19773,1.1270040273666382,2.9335604267544113e-05
19847,1.1439412832260132,2.932994357252028e-05
19942,1.1392110586166382,2.9322642149054445e-05
20014,1.1308797597885132,2.9317081498447806e-05
20195,1.1346944570541382,2.930300797743257e-05
20333,1.143585205078125,2.929218317149207e-05
20486,1.1268411874771118,2.9280088710947894e-05
20822,1.1291910409927368,2.9253171305754222e-05
20826,1.1396383047103882,2.925284752564039e-05
20911,1.1385091543197632,2.9245960831758566e-05
20921,1.134033203125,2.9245149562484585e-05
20939,1.131927490234375,2.9243683457025327e-05
20980,1.1357625722885132,2.9240347430459224e-05
21138,1.1333516836166382,2.9227419872768223e-05
21140,1.1396688222885132,2.92272543447325e-05
21208,1.1290079355239868,2.922165731433779e-05
21471,1.1378173828125,2.9199822165537626e-05
21472,1.1351318359375,2.919973667303566e-05
21501,1.142242431640625,2.9197313779150136e-05
21518,1.1428426504135132,2.9195891329436563e-05
21600,1.1397501230239868,2.918900463555474e-05
21615,1.1375833749771118,2.9187742256908678e-05
21802,1.1370137929916382,2.9171926144044846e-05
21938,1.131866455078125,2.9160328267607838e-05
22019,1.133636474609375,2.9153385185054503e-05
22024,1.1429849863052368,2.915295226557646e-05
22136,1.1438394784927368,2.9143304345780052e-05
22141,1.1413167715072632,2.9142873245291412e-05
22289,1.1365560293197632,2.913003663707059e-05
22532,1.1342061758041382,2.9108761737006716e-05
22703,1.1454366445541382,2.9093638659105636e-05
22830,1.1418966054916382,2.908233000198379e-05
23004,1.1314595937728882,2.906672489189077e-05
23066,1.1389261484146118,2.9061133318464272e-05
23067,1.1393533945083618,2.9061042368994094e-05
23070,1.134674072265625,2.9060771339572966e-05
23152,1.1444600820541382,2.9053351681795903e-05
23215,1.1341451406478882,2.9047629141132347e-05
23216,1.1358236074447632,2.904753819166217e-05
23311,1.1402181386947632,2.9038879802101292e-05
23394,1.137939453125,2.9031283702352084e-05
23521,1.1322427988052368,2.901960579038132e-05
23701,1.1354776620864868,2.9002936571487226e-05
23707,1.1349996328353882,2.900237996072974e-05
23716,1.1392720937728882,2.900154322560411e-05
23777,1.1403707265853882,2.8995860702707432e-05
23941,1.1287027597427368,2.8980502975173295e-05
24023,1.1413370370864868,2.8972783184144646e-05
24088,1.1390380859375,2.896664409490768e-05
24220,1.147308349609375,2.895412217185367e-05
24320,1.140350341796875,2.894458702940028e-05
24396,1.1418050527572632,2.8937311071786098e-05
24452,1.1370950937271118,2.893193595809862e-05
24486,1.1458740234375,2.892866359616164e-05
24510,1.1395059823989868,2.892635529860854e-05
24600,1.1430257558822632,2.8917665986227803e-05
24617,1.1472066640853882,2.8916021619806997e-05
24768,1.1435140371322632,2.8901360565214418e-05
24795,1.1450704336166382,2.8898726668558083e-05
24840,1.1349588632583618,2.889433380914852e-05
24877,1.1371358633041382,2.889071220124606e-05
25013,1.146881103515625,2.887736445700284e-05
25054,1.1480611562728882,2.887332630052697e-05
25135,1.1388345956802368,2.886532456614077e-05
25143,1.1409403085708618,2.886453330575023e-05
25151,1.1428426504135132,2.886374386434909e-05
25194,1.1295064687728882,2.8859480153187178e-05
25268,1.1435037851333618,2.8852127798018046e-05
25363,1.1381429433822632,2.8842658139183186e-05
25415,1.1418355703353882,2.883745764847845e-05
25418,1.1365762948989868,2.8837157515226863e-05
25459,1.1421407461166382,2.8833050237153657e-05
25599,1.1470235586166382,2.8818969440180808e-05
25660,1.1508890390396118,2.8812808523071e-05
25682,1.137603759765625,2.8810585718019865e-05
25700,1.1486612558364868,2.880876127164811e-05
25727,1.1446024179458618,2.8806025511585176e-05
25784,1.148345947265625,2.8800239306292497e-05
25849,1.14373779296875,2.8793625460821204e-05
25874,1.1408895254135132,2.8791075237677433e-05
26090,1.1497904062271118,2.87689490505727e-05
26096,1.1447244882583618,2.8768330594175495e-05
26222,1.1478271484375,2.875533391488716e-05
26268,1.1460977792739868,2.875057361961808e-05
26319,1.1506246328353882,2.8745280360453762e-05
26332,1.15240478515625,2.874393067031633e-05
26371,1.1493428945541382,2.873987796192523e-05
26600,1.1467489004135132,2.8715943699353375e-05
26698,1.1423543691635132,2.8705637305392884e-05
26722,1.1406759023666382,2.870310709113255e-05
26805,1.14453125,2.8694337743218057e-05
26845,1.1395772695541382,2.8690103135886602e-05
26860,1.1501668691635132,2.86885115201585e-05
26955,1.1488138437271118,2.8678419766947627e-05
27013,1.1450601816177368,2.8672240659943782e-05
27021,1.1343790292739868,2.8671385734924115e-05
27026,1.1484884023666382,2.8670852771028876e-05
27076,1.1463826894760132,2.8665512218140066e-05
27150,1.1413065195083618,2.865758870029822e-05
27220,1.1435750722885132,2.865007263608277e-05
27315,1.1464132070541382,2.8639840820687823e-05
27407,1.1437479257583618,2.862989822460804e-05
27475,1.1521199941635132,2.862252586055547e-05
27486,1.1469930410385132,2.862133078451734e-05
27499,1.1453043222427368,2.861991924874019e-05
27533,1.1393026113510132,2.8616223062272184e-05
27636,1.1461385488510132,2.86049962596735e-05
27660,1.1462606191635132,2.8602376914932393e-05
27706,1.153045654296875,2.8597341952263378e-05
28134,1.1447652578353882,2.8550110073410906e-05
28293,1.1319173574447632,2.8532374926726334e-05
28317,1.1523844003677368,2.85296900983667e-05
28339,1.14178466796875,2.8527225367724895e-05
28349,1.1507669687271118,2.852610487025231e-05
28425,1.1456502676010132,2.8517571990960278e-05
28459,1.1427816152572632,2.8513750294223428e-05
28509,1.1483154296875,2.850811870303005e-05
28591,1.142913818359375,2.8498861865955405e-05
28599,1.1508585214614868,2.849795600923244e-05
28600,1.1445516347885132,2.849784323188942e-05
28639,1.147796630859375,2.8493428544607013e-05
28710,1.139007568359375,2.8485379516496323e-05
28855,1.14208984375,2.8468872187659144e-05
28873,1.1395670175552368,2.8466814910643734e-05
28921,1.1489766836166382,2.846132883860264e-05
28971,1.145416259765625,2.8455606297939084e-05
29019,1.14764404296875,2.845010021701455e-05
29074,1.148284912109375,2.844377922883723e-05
29088,1.14996337890625,2.8442171242204495e-05
29150,1.1485391855239868,2.8435029889806174e-05
29181,1.1454874277114868,2.84314519376494e-05
29192,1.1424459218978882,2.8430184102035128e-05
29346,1.142791748046875,2.8412350729922764e-05
29378,1.1433206796646118,2.840863453457132e-05
29503,1.1461690664291382,2.8394073524395935e-05
29584,1.1526693105697632,2.8384607503539883e-05
29704,1.1387481689453125,2.8370532163535245e-05
29731,1.1449075937271118,2.8367358027026057e-05
29832,1.1546427011489868,2.8355456379358657e-05
29845,1.157989501953125,2.8353921152302064e-05
29872,1.1576639413833618,2.8350730644888245e-05
29897,1.14117431640625,2.8347776606096886e-05
29915,1.1488037109375,2.834564475051593e-05
29991,1.1455892324447632,2.833663711498957e-05
30125,1.1551309823989868,2.8320699129835702e-05
30266,1.1484781503677368,2.830385164998006e-05
30290,1.1529744863510132,2.8300977646722458e-05
30345,1.1504415273666382,2.8294378353166394e-05
30366,1.153106689453125,2.8291855414863676e-05
30381,1.1418253183364868,2.8290052796364762e-05
30472,1.142120361328125,2.82790952041978e-05
30537,1.1527811288833618,2.827124990290031e-05
30633,1.1503397226333618,2.825963201757986e-05
30656,1.155426025390625,2.825684168783482e-05
30667,1.148040771484375,2.825550654961262e-05
30840,1.1502786874771118,2.8234455385245383e-05
30948,1.1556396484375,2.8221251341165043e-05
31029,1.1452432870864868,2.8211319659021683e-05
31060,1.1531881093978882,2.8207510695210658e-05
31349,1.1536153554916382,2.8171829399070702e-05
31372,1.1527608633041382,2.8168973585707135e-05
31387,1.15338134765625,2.8167110940557905e-05
31435,1.1459249258041382,2.8161144655314274e-05
31446,1.1506551504135132,2.8159776775282808e-05
31454,1.1572164297103882,2.8158779969089665e-05
31593,1.15020751953125,2.8141445000073873e-05
31677,1.1507161855697632,2.813092760334257e-05
31748,1.16021728515625,2.812202183122281e-05
31754,1.1537679433822632,2.8121268769609742e-05
31874,1.1636962890625,2.8106163881602697e-05
31941,1.1607259511947632,2.809770558087621e-05
32075,1.1664327383041382,2.8080738047719933e-05
32269,1.1614990234375,2.805605072353501e-05
32332,1.150909423828125,2.804800169542432e-05
32458,1.1531473398208618,2.803185816446785e-05
32540,1.1543477773666382,2.8021318939863704e-05
32581,1.1632181406021118,2.801603841362521e-05
32590,1.1554361581802368,2.8014876079396345e-05
32638,1.15533447265625,2.8008687877445482e-05
32663,1.1615396738052368,2.8005459171254188e-05
32671,1.1557210683822632,2.8004425985272974e-05
32721,1.159759521484375,2.7997959477943368e-05
32812,1.1643880605697632,2.7986168788629584e-05
32856,1.1514383554458618,2.798045716190245e-05
32991,1.1562703847885132,2.796288208628539e-05
33112,1.1601766347885132,2.7947069611400366e-05
33186,1.159912109375,2.7937372578890063e-05
33278,1.1583963632583618,2.7925287213292904e-05
33337,1.15960693359375,2.7917520128539763e-05
33351,1.1581014394760132,2.7915673854295164e-05
33354,1.1630045175552368,2.7915279133594595e-05
33514,1.1602987051010132,2.7894135200767778e-05
33559,1.1598917245864868,2.7888168915524147e-05
33594,1.163238525390625,2.78835268545663e-05
33779,1.158966064453125,2.7858897738042288e-05
33799,1.1705322265625,2.7856227461597882e-05
34003,1.1576131582260132,2.7828902602777816e-05
34032,1.16259765625,2.782500632747542e-05
34084,1.1599630117416382,2.7818010494229384e-05
34109,1.15484619140625,2.7814641725854017e-05
34162,1.1660562753677368,2.780749673547689e-05
34250,1.1588846445083618,2.779560600174591e-05
34302,1.1642965078353882,2.7788564693764783e-05
34325,1.1613363027572632,2.7785450583905913e-05
34372,1.1642659902572632,2.7779075026046485e-05
34391,1.1668192148208618,2.7776493880082853e-05
34448,1.1721597909927368,2.7768744985223748e-05
34531,1.1722412109375,2.7757443604059517e-05
34532,1.1660665273666382,2.775730717985425e-05
34553,1.1794332265853882,2.7754440452554263e-05
34592,1.1675211191177368,2.774911990854889e-05
34679,1.1693013906478882,2.7737221898860298e-05
34729,1.162994384765625,2.7730371584766544e-05
34763,1.17041015625,2.772571133391466e-05
34794,1.1683349609375,2.7721451260731556e-05
34803,1.16522216796875,2.7720214347937144e-05
34958,1.1736856698989868,2.769887760223355e-05
35002,1.1733602285385132,2.7692803996615112e-05
35064,1.16619873046875,2.76842310995562e-05
35465,1.1638895273208618,2.762844269454945e-05
35515,1.1633809804916382,2.762144686130341e-05
35560,1.1585286855697632,2.7615138606051914e-05
